,sex
GTEX-ZAJG-1626-SM-5HL7I,0
GTEX-YEC3-0926-SM-5Q5AC,1
GTEX-12WSJ-0526-SM-5GCOZ,0
GTEX-YFCO-0826-SM-5LUAG,1
GTEX-REY6-1726-SM-48FDL,1
GTEX-XQ8I-0926-SM-4BOOF,1
GTEX-XUJ4-2126-SM-4BOOX,0
GTEX-QCQG-0126-SM-48U27,0
GTEX-145LV-1226-SM-5S2QH,1
GTEX-QVJO-0126-SM-3GIK4,0
GTEX-Q2AH-1726-SM-2S1OT,1
GTEX-ZVT4-2426-SM-5GIEI,0
GTEX-V1D1-0006-SM-3NMCE,1
GTEX-O5YT-0826-SM-3TW8N,1
GTEX-X4EP-0005-SM-3P5ZE,0
GTEX-XOTO-0526-SM-4B662,1
GTEX-P4PQ-0526-SM-2HMKR,1
GTEX-WVLH-0011-R11A-SM-3MJFO,1
GTEX-Y114-2026-SM-4TT7L,0
GTEX-T2IS-3026-SM-32QPM,0
GTEX-ZUA1-0626-SM-4YCCW,1
GTEX-S341-0006-SM-3NM8D,0
GTEX-WHSB-0326-SM-5FQSD,1
GTEX-147JS-1326-SM-5SI6D,1
GTEX-1399R-0826-SM-5IJEL,1
GTEX-139TT-0526-SM-5J1NN,1
GTEX-13OVL-1526-SM-5K7WA,1
GTEX-ZQUD-1426-SM-57WER,1
GTEX-UPJH-0226-SM-3GADV,1
GTEX-13PL7-2426-SM-5J2N3,0
GTEX-ZAK1-0226-SM-5CVMX,0
GTEX-11DXZ-1926-SM-5GZZL,1
GTEX-RTLS-0526-SM-2TF64,0
GTEX-13FTX-0926-SM-5IFF7,0
GTEX-11EQ9-1126-SM-5987I,1
GTEX-ZYVF-0926-SM-5E44J,0
GTEX-WVLH-1526-SM-4MVOC,1
GTEX-13112-0226-SM-5P9IV,1
GTEX-11DYG-2926-SM-5H132,1
GTEX-QVJO-0011-R6A-SM-2S1QN,0
GTEX-RVPV-1726-SM-2TF5W,1
GTEX-13W3W-1526-SM-5LU5I,0
GTEX-WYBS-2426-SM-4ONDI,0
GTEX-1313W-0626-SM-5EQ4H,0
GTEX-12ZZY-0011-R10b-SM-5HL7W,1
GTEX-14A5I-2926-SM-5Q5CQ,0
GTEX-11GSP-0011-R10a-SM-5NQ7J,0
GTEX-QCQG-1526-SM-48U25,0
GTEX-11PRG-2826-SM-5BC54,1
GTEX-XV7Q-2326-SM-4BRVZ,0
GTEX-11GSP-2126-SM-5HL5E,0
GTEX-PLZ6-0126-SM-48TC6,1
GTEX-OOBK-0005-SM-2YUMG,1
GTEX-146FR-1326-SM-5SIAJ,0
GTEX-14C39-1726-SM-5RQIL,1
GTEX-12ZZZ-2426-SM-5GCNN,1
GTEX-13CF3-0926-SM-5LZZC,0
GTEX-WFON-0626-SM-4LVLX,1
GTEX-ZA64-0226-SM-5HL9C,1
GTEX-U412-0008-SM-4DXTE,1
GTEX-11WQC-0011-R10a-SM-57WCT,1
GTEX-PWCY-2126-SM-48TEC,0
GTEX-RM2N-0126-SM-48FDD,1
GTEX-14E6E-1426-SM-5RQI2,1
GTEX-139TT-2126-SM-5LZWC,1
GTEX-QLQ7-0426-SM-4R1JU,1
GTEX-X8HC-2826-SM-46MWJ,0
GTEX-14E7W-1326-SM-5RQIV,1
GTEX-X261-1426-SM-4PQZ1,1
GTEX-WOFL-0008-SM-4OOSZ,1
GTEX-TMMY-0426-SM-33HBB,0
GTEX-T6MN-0426-SM-5S2SU,1
GTEX-WOFM-1326-SM-3MJFR,1
GTEX-T2IS-0426-SM-32QPE,0
GTEX-WWYW-0926-SM-3NB2Z,0
GTEX-WYJK-1026-SM-3NM8W,1
GTEX-ZYFD-0626-SM-5E44E,1
GTEX-QDT8-3026-SM-32PKB,0
GTEX-ZV68-0926-SM-59HK7,0
GTEX-Y9LG-0526-SM-4VBRY,1
GTEX-YFCO-0126-SM-4W1YT,1
GTEX-X15G-0005-SM-3NMDA,0
GTEX-Y5V5-0426-SM-4VBPU,0
GTEX-UPK5-0426-SM-3GAEK,1
GTEX-RNOR-0326-SM-2TF51,0
GTEX-ZV68-0011-R10a-SM-51MT7,0
GTEX-13FTX-2226-SM-5J1OP,0
GTEX-Y5V5-1526-SM-4VBQ1,0
GTEX-Y3I4-2026-SM-4TT6Z,1
K-562-SM-2YUNN,0
GTEX-ZPCL-2126-SM-57WFZ,0
GTEX-1122O-0726-SM-5GIEV,0
GTEX-13YAN-0626-SM-5O9BQ,1
GTEX-Y8DK-0826-SM-4TT3T,1
GTEX-14A5I-0005-SM-5N9FU,0
GTEX-ZAB4-0008-SM-4RGM6,1
GTEX-13X6J-0011-R5b-SM-5PNWT,1
GTEX-11DYG-1026-SM-5A5JQ,1
K-562-SM-5MR5S,0
GTEX-14753-1926-SM-5NQAA,1
GTEX-ZZ64-0326-SM-5E45S,1
GTEX-13NYB-0626-SM-5MR47,1
GTEX-NFK9-1226-SM-3LK79,1
GTEX-13QJC-0011-R10a-SM-5SI63,0
GTEX-V1D1-0526-SM-4JBGW,1
GTEX-XOTO-0011-R1B-SM-4B65C,1
GTEX-13D11-0926-SM-5J2NC,0
GTEX-Y9LG-2326-SM-4VDS1,1
GTEX-11GS4-0826-SM-5986J,1
GTEX-12WSD-0011-R5b-SM-5CVNG,0
GTEX-12WSK-1326-SM-5CVNM,0
GTEX-ZV68-0126-SM-59HKS,0
GTEX-YBZK-0008-SM-59HL6,0
GTEX-ZVTK-0726-SM-5GZX6,1
GTEX-11TTK-0126-SM-5987B,0
GTEX-ZXG5-0826-SM-5GID6,1
GTEX-1399U-1926-SM-5IFH7,0
GTEX-XV7Q-0926-SM-4BRVQ,0
GTEX-144GL-0426-SM-5QGOZ,1
GTEX-11NV4-2226-SM-5BC4T,1
GTEX-T5JC-1526-SM-4DM68,1
GTEX-147F4-3026-SM-5Q5BJ,1
GTEX-111YS-1426-SM-5GID8,1
GTEX-13D11-2026-SM-5IJBK,0
GTEX-XUJ4-0008-SM-4BOQI,0
GTEX-P4QS-1626-SM-2S1NH,1
GTEX-ZYW4-1626-SM-5GIE6,1
GTEX-11ZUS-0526-SM-59884,1
GTEX-X4EP-1426-SM-4PQZP,0
GTEX-ZDXO-0011-R10a-SM-4WWD8,1
GTEX-ZTSS-1926-SM-57WEW,1
GTEX-ZPU1-1626-SM-4WWB2,1
GTEX-1399R-2126-SM-5K7WZ,1
GTEX-13FTW-2326-SM-5K7YS,1
GTEX-R3RS-0005-SM-3GAEH,0
GTEX-1212Z-0011-R1b-SM-5BC72,1
GTEX-S33H-1626-SM-4AD68,1
GTEX-12WSB-0326-SM-5GCP4,0
GTEX-12ZZX-0126-SM-5EGK9,0
GTEX-1314G-0826-SM-5BC6L,1
GTEX-139UC-0005-SM-5PNU7,1
K-562-SM-46MWI,0
GTEX-1445S-0011-R10a-SM-5PNWB,1
GTEX-11TUW-3126-SM-5GU4Y,1
GTEX-14A6H-2826-SM-5QGPM,1
GTEX-TMMY-1226-SM-4DXT6,0
GTEX-131XH-2526-SM-5GCND,1
GTEX-12WSK-2326-SM-5GCOH,0
GTEX-QMRM-0005-SM-2S1QR,1
GTEX-X5EB-0008-SM-46MU3,1
GTEX-XUW1-1726-SM-4BOOZ,0
GTEX-WHSB-2326-SM-4M1XK,1
GTEX-QMRM-0426-SM-4R1K2,1
GTEX-UPIC-0726-SM-3GADW,0
GTEX-ZQUD-2026-SM-51MSM,1
GTEX-P44H-2626-SM-2XCET,1
GTEX-Y111-2626-SM-4TT24,1
GTEX-NFK9-0326-SM-3MJGV,1
GTEX-WHSE-0011-R3A-SM-3P5ZM,1
GTEX-YFC4-0011-R5a-SM-4RGLR,0
GTEX-V1D1-2226-SM-3NMAX,1
GTEX-PLZ4-1626-SM-3P618,0
GTEX-139YR-0326-SM-5J1MC,1
GTEX-YB5E-0726-SM-4VDSH,1
GTEX-T5JW-0005-SM-3GADE,0
GTEX-N7MS-0011-R4a-SM-2HMKW,1
GTEX-QXCU-0626-SM-2TC69,1
GTEX-13PDP-1226-SM-5K7TW,1
GTEX-13PVQ-0126-SM-5SIB4,1
GTEX-1399U-1726-SM-5P9J4,0
GTEX-Y5V6-1726-SM-4VDSZ,1
GTEX-YJ8A-1726-SM-5P9IQ,1
GTEX-13CF2-3226-SM-5IFF6,1
GTEX-OXRL-0526-SM-2I3EZ,1
GTEX-QCQG-0326-SM-2I3ES,0
GTEX-Y3I4-1526-SM-4TT7K,1
GTEX-1497J-2626-SM-5SI9K,1
GTEX-13VXU-1926-SM-5LU5J,1
GTEX-ZXG5-0326-SM-5GICH,1
GTEX-13OW6-0011-R8a-SM-5L3GF,1
GTEX-13112-3126-SM-5IFGP,1
GTEX-13NZB-2026-SM-5MR4M,1
GTEX-ZE7O-2926-SM-51MSG,0
GTEX-ZC5H-1326-SM-5HL7E,0
GTEX-12ZZX-1926-SM-5EGKC,0
GTEX-13QBU-0526-SM-5IJFE,0
GTEX-U3ZM-0426-SM-59HKR,1
GTEX-11EM3-2326-SM-5H12B,0
GTEX-XAJ8-1426-SM-47JYM,1
GTEX-117YX-0726-SM-5GIET,1
GTEX-T6MN-0826-SM-32PM4,1
GTEX-13X6K-0011-R3b-SM-5PNUD,0
GTEX-ZZPU-0426-SM-5GZYH,0
GTEX-13111-1526-SM-5EGJX,1
GTEX-QDVJ-0008-SM-48U2E,1
GTEX-13PVQ-1526-SM-5IFEQ,1
GTEX-ZF2S-3026-SM-4WWCH,0
GTEX-13G51-0926-SM-5IFFU,1
GTEX-Z9EW-2026-SM-5CVMQ,1
GTEX-14BMU-1326-SM-5RQIH,0
GTEX-R55D-0008-SM-48FEV,1
GTEX-VJYA-0626-SM-4KL1S,1
GTEX-11NV4-1926-SM-5N9D4,1
GTEX-ZA64-0326-SM-5HL8T,1
GTEX-1192X-0426-SM-5GIEE,1
GTEX-12WS9-0126-SM-5EGL7,0
GTEX-14E1K-1226-SM-5S2PD,1
GTEX-ZE9C-2826-SM-5S2MO,1
GTEX-145MO-2826-SM-5LU96,1
GTEX-11DXZ-0926-SM-5N9CG,1
GTEX-11O72-0526-SM-5Q5AO,1
GTEX-XV7Q-2626-SM-4BRVA,0
GTEX-QEL4-1526-SM-447AB,1
GTEX-OIZG-0005-SM-2HMJC,1
GTEX-P44H-0226-SM-2XCEU,1
GTEX-WOFM-0005-SM-3MJF3,1
GTEX-P4QS-1326-SM-3NMCD,1
GTEX-WZTO-2826-SM-3NM8P,1
GTEX-U3ZH-0326-SM-51MS7,1
GTEX-P4PP-0726-SM-3NM9S,0
GTEX-O5YT-0007-SM-32PK7,1
GTEX-OIZG-0426-SM-3LK5W,1
K-562-SM-4B66B,0
GTEX-X4XX-0126-SM-3NMC2,1
GTEX-12WSE-0011-R10b-SM-5P9JV,1
GTEX-O5YW-0526-SM-2YUMX,1
GTEX-WHSE-3126-SM-3P5ZI,1
GTEX-ZDXO-0006-SM-4WKGF,1
GTEX-R55E-0011-R8A-SM-2TC66,1
GTEX-VJYA-1726-SM-3NMDQ,1
GTEX-ZT9W-0008-SM-4YCDJ,1
GTEX-ZYFC-1626-SM-5N9EU,1
GTEX-ZZPU-1826-SM-5E43L,0
GTEX-Y3IK-2126-SM-4YCDS,0
GTEX-146FR-2026-SM-5NQAI,0
GTEX-ZTX8-1526-SM-5N9GI,1
GTEX-12WSG-2426-SM-5EQLZ,0
GTEX-ZV6S-1226-SM-59HLH,0
GTEX-Q734-1826-SM-2I3EL,0
GTEX-12WSL-1026-SM-5CVNJ,1
GTEX-WQUQ-2126-SM-4OOSO,1
GTEX-ZF29-2626-SM-4WWBA,0
GTEX-U8XE-0326-SM-3DB8P,1
GTEX-132NY-1426-SM-5J1MJ,1
GTEX-U8XE-0926-SM-3DB8V,1
GTEX-12584-0826-SM-5FQSK,1
GTEX-Q2AH-1526-SM-48TZG,1
GTEX-1497J-2726-SM-5SI9W,1
GTEX-1211K-0326-SM-5FQT1,0
GTEX-XYKS-2226-SM-4E3IU,0
GTEX-117XS-2526-SM-5H11G,1
K-562-SM-4RGL3,0
GTEX-11ZUS-0011-R9b-SM-5BC76,1
GTEX-111YS-1026-SM-5GZYE,1
GTEX-13SLW-0011-R10a-SM-5S2UI,1
GTEX-SN8G-0008-SM-4DM4X,0
GTEX-YEC3-2426-SM-5IFJR,1
GTEX-12WSM-0011-R8a-SM-5DUWJ,1
GTEX-S4Q7-1526-SM-3K2AG,1
GTEX-11DXZ-1826-SM-5H12Y,1
GTEX-YJ8A-1126-SM-5IFJU,1
GTEX-WEY5-0926-SM-4LMI4,0
GTEX-ZPCL-1026-SM-5GCOX,0
GTEX-ZY6K-1426-SM-5GZX2,1
GTEX-XXEK-1326-SM-4BRV1,1
GTEX-11WQC-2426-SM-5EQKQ,1
GTEX-13W3W-2326-SM-5LU4Y,0
GTEX-Q2AI-0008-SM-48U2H,1
GTEX-145LS-3026-SM-5O99S,0
GTEX-139UC-0011-R6b-SM-5K7Z1,1
GTEX-TMMY-1726-SM-4DXTD,0
GTEX-144GN-1626-SM-5Q5BU,1
GTEX-U4B1-0008-SM-4DXUW,1
GTEX-ZAB4-1726-SM-5HL8C,1
GTEX-R55C-1126-SM-48FCJ,1
GTEX-13O3P-0226-SM-5KM3Z,1
GTEX-131XW-0426-SM-5LZWP,0
GTEX-XUZC-0226-SM-4BOO7,0
GTEX-W5WG-2526-SM-4SOJ2,0
GTEX-ZF29-0126-SM-4WKGZ,0
GTEX-QVUS-0011-R3A-SM-3GAFD,0
GTEX-XAJ8-0006-SM-46MVM,1
GTEX-13112-2826-SM-5DUWH,1
GTEX-QV44-1226-SM-4R1KE,1
GTEX-QEG4-0926-SM-4R1JO,1
GTEX-P44G-2426-SM-2I5ER,1
GTEX-WYVS-0126-SM-4ONDH,0
GTEX-11OF3-0006-SM-5O9CM,1
GTEX-WOFL-0826-SM-3MJG1,1
GTEX-13OVJ-0011-R4b-SM-5P9H5,0
GTEX-U8XE-1426-SM-3DB8Q,1
GTEX-OIZG-1326-SM-2HMIQ,1
GTEX-P4PP-0426-SM-3NM9H,0
GTEX-T2IS-0011-R11A-SM-32QPC,0
GTEX-O5YT-1426-SM-3MJHC,1
GTEX-POMQ-1926-SM-3NB1Y,0
GTEX-Q2AG-0011-R1A-SM-2HMJI,0
GTEX-W5X1-2826-SM-3GILM,0
GTEX-ZYT6-1726-SM-5E44P,1
GTEX-ZUA1-0326-SM-5NQA3,1
GTEX-ZT9W-0526-SM-57WFG,1
GTEX-131YS-0726-SM-5P9G9,0
GTEX-YFC4-0008-SM-4RGM3,0
GTEX-12WSH-1526-SM-5BC5W,1
GTEX-ZVTK-0226-SM-51MRG,1
GTEX-13FH7-1026-SM-5IJGF,0
GTEX-ZLWG-0326-SM-4WWC7,0
GTEX-147JS-0226-SM-5S2U9,1
GTEX-12WSD-0326-SM-59HKP,0
GTEX-P4QS-1826-SM-2S1NI,1
GTEX-1445S-2926-SM-5O993,1
GTEX-Y5V6-2326-SM-4VDSA,1
GTEX-11DXZ-0426-SM-5987Y,1
GTEX-WFG8-0006-SM-3GIKS,1
GTEX-ZYFG-1626-SM-5GZYY,0
GTEX-RTLS-0626-SM-5SI7Z,0
GTEX-RVPV-0008-SM-47JYW,1
GTEX-WEY5-0526-SM-3GIKZ,0
GTEX-12KS4-0426-SM-5EQMC,1
GTEX-14A5H-0726-SM-5Q5DW,1
GTEX-PX3G-0226-SM-2S1OU,0
GTEX-N7MS-0011-R8a-SM-2YUMK,1
GTEX-13NZA-0011-R8b-SM-5KM2Q,1
GTEX-14ASI-0011-R1b-SM-5S2TY,1
GTEX-1313W-1126-SM-5EQ5U,0
GTEX-OOBJ-0226-SM-2YUMM,1
GTEX-11DZ1-2926-SM-5A5KI,1
GTEX-S341-0226-SM-2XCAX,0
GTEX-1122O-0826-SM-5GICV,0
GTEX-XPT6-0001-SM-4B64G,1
GTEX-Q2AH-0226-SM-48U1I,1
GTEX-13O3O-0011-R8b-SM-5LUAL,0
GTEX-139TT-0126-SM-5K7Y5,1
GTEX-T6MN-0526-SM-32PMS,1
GTEX-WYBS-0008-SM-4ONDX,0
GTEX-WY7C-1926-SM-4ONCI,1
GTEX-ZT9W-0426-SM-57WF4,1
GTEX-PWN1-0006-SM-5SI7T,0
GTEX-XLM4-2026-SM-4AT4X,1
GTEX-13SLW-2926-SM-5Q5BQ,1
GTEX-13112-0426-SM-5PNVC,1
GTEX-X62O-0008-SM-46MU5,1
GTEX-XMD1-0011-R6A-SM-4AT5K,1
GTEX-145MH-2826-SM-5RQJF,1
GTEX-XBEW-1326-SM-4AT63,1
GTEX-146FQ-0726-SM-5LUA7,1
GTEX-147GR-2926-SM-5RQIN,1
GTEX-TML8-1426-SM-4DXUT,0
GTEX-U3ZN-2526-SM-3DB7V,0
GTEX-UTHO-1026-SM-3GAF7,1
GTEX-U3ZN-0002-SM-3NMDF,0
GTEX-WYJK-0526-SM-3NM8Z,1
GTEX-139T6-0426-SM-5IJEM,1
GTEX-SNMC-1526-SM-2XCFN,1
K-562-SM-5IJDX,0
GTEX-QDT8-0526-SM-3NMD8,0
GTEX-XQ3S-0008-SM-4GIDZ,1
GTEX-OXRK-0426-SM-3NB2E,0
GTEX-NPJ7-0011-R11A-SM-2I3E8,0
GTEX-144GL-3026-SM-5Q5CW,1
GTEX-SSA3-0326-SM-32QPS,1
GTEX-14BIL-0326-SM-5SI9Q,1
GTEX-14BIL-0006-SM-5N9F2,1
GTEX-Y114-2626-SM-4TT8Y,0
GTEX-1269C-1026-SM-5N9EY,0
GTEX-ZPU1-1126-SM-4YCF3,1
GTEX-ZP4G-0326-SM-4YCEF,0
GTEX-WFG7-2426-SM-3GIL2,1
GTEX-ZXES-1726-SM-5E43G,0
GTEX-13N2G-0726-SM-5MR38,1
GTEX-139T4-0426-SM-5J1OQ,0
GTEX-Y8E4-2426-SM-4WWDN,1
GTEX-PWN1-0226-SM-2S1OZ,0
GTEX-13NYB-0011-R6b-SM-5MR51,1
GTEX-YEC3-2326-SM-5IFJF,1
GTEX-11EQ8-1326-SM-5EGJQ,1
GTEX-12KS4-0626-SM-5PNY4,1
GTEX-145ME-0626-SM-5O99Q,0
GTEX-ZVZP-0226-SM-5NQ73,1
GTEX-131YS-0011-R9b-SM-5EQLY,0
GTEX-14BIL-0011-R10a-SM-5SI75,1
GTEX-13OW5-0011-R4b-SM-5L3HS,1
GTEX-11H98-0011-R5b-SM-57WCF,1
GTEX-13OVJ-0011-R8b-SM-5L3FS,0
GTEX-13OVI-1826-SM-5IFFT,0
GTEX-139T8-0726-SM-5L3D2,1
GTEX-YF7O-1526-SM-5IFI6,1
GTEX-XQ8I-0526-SM-4BOPS,1
GTEX-XMD1-0011-R8A-SM-4AT48,1
GTEX-131XE-2226-SM-5PNYX,1
GTEX-OIZI-0226-SM-2XCEE,1
GTEX-S4Z8-1826-SM-3K2BH,1
GTEX-12KS4-0326-SM-5EQ41,1
GTEX-131XG-0926-SM-5LZW5,0
GTEX-11P81-0008-SM-5S2OT,0
GTEX-QDT8-0011-R9A-SM-5SI8J,0
GTEX-ZVZP-2426-SM-59HKJ,1
GTEX-13W3W-1326-SM-5LU4T,0
GTEX-145MH-0426-SM-5LU8T,1
GTEX-11GSP-1126-SM-5A5LM,0
GTEX-XBEC-1026-SM-4QASM,1
GTEX-13113-2126-SM-5EQ4U,0
GTEX-ZT9X-1526-SM-5DUXD,1
GTEX-1313W-0926-SM-5EQ56,0
GTEX-13RTK-1826-SM-5S2P3,1
GTEX-T6MO-0008-SM-4DM6T,0
GTEX-QLQW-0226-SM-447BJ,1
GTEX-11ONC-1026-SM-5GU64,1
GTEX-POYW-0008-SM-48TE4,1
GTEX-13S7M-0326-SM-5S2PH,0
GTEX-VUSG-0003-SM-5S2S5,1
GTEX-13NYS-0011-R4b-SM-5MR3O,1
GTEX-WOFM-0726-SM-3MJF8,1
GTEX-X4EP-0011-R5A-SM-3P628,0
GTEX-WHSE-0011-R4A-SM-3P5ZN,1
GTEX-13O3O-0011-R7b-SM-5P9GZ,0
GTEX-X3Y1-0226-SM-3P5Z5,1
GTEX-ZQG8-0726-SM-5P9H9,0
GTEX-WY7C-2826-SM-3NB3Q,1
GTEX-12126-1026-SM-5P9JJ,1
GTEX-T6MN-2626-SM-32PMQ,1
GTEX-UTHO-1826-SM-3GAFE,1
GTEX-13O3O-0826-SM-5K7WE,0
GTEX-ZVT3-0011-R3b-SM-51MTJ,0
GTEX-ZPCL-1126-SM-4WWFE,0
GTEX-13OVJ-0126-SM-5KM36,0
GTEX-13O21-1226-SM-5J2MK,1
GTEX-145MI-0011-R10a-SM-5PNZD,0
GTEX-Y8E4-1826-SM-4VBPV,1
GTEX-RWSA-0226-SM-2XCBA,1
GTEX-PX3G-2026-SM-48U1H,0
GTEX-131XH-0011-R11a-SM-5EGLN,1
GTEX-NPJ7-0008-SM-4E3JS,0
GTEX-P44G-0011-R3A-SM-2I3FC,1
GTEX-11O72-0326-SM-5986D,1
GTEX-ZUA1-1926-SM-5E45E,1
GTEX-YF7O-2426-SM-5IFJL,1
GTEX-111CU-2226-SM-5N9G5,1
GTEX-14E7W-0526-SM-5S2W8,1
GTEX-YF7O-0126-SM-5IFIR,1
GTEX-Y8DK-0008-SM-4RGM2,1
GTEX-11UD1-0326-SM-5EQKX,0
GTEX-145MN-1426-SM-5SI9H,1
GTEX-S7PM-0126-SM-4AD6S,1
GTEX-NL3G-0226-SM-4RGLU,0
GTEX-13FTZ-0226-SM-5K7X6,1
GTEX-ZF2S-0626-SM-4WKH2,0
GTEX-11ZTT-0426-SM-5EQLK,0
GTEX-ZPCL-0004-SM-4WWD6,0
GTEX-ZYT6-0926-SM-5GIEM,1
GTEX-RM2N-0826-SM-48FD3,1
GTEX-XV7Q-0326-SM-4BRVM,0
GTEX-12WSC-0526-SM-5BC5X,1
GTEX-13112-0011-R6b-SM-5DUVK,1
GTEX-139UC-0011-R11a-SM-5KM3J,1
GTEX-1399U-1226-SM-5K7XT,0
GTEX-117XS-0726-SM-5H131,1
GTEX-12ZZY-1126-SM-5DUWQ,1
GTEX-13OW7-3126-SM-5L3HB,1
GTEX-X585-0011-R2B-SM-46MVF,1
GTEX-ZTX8-1326-SM-4YCEL,1
GTEX-XMD3-2326-SM-4AT5H,0
GTEX-11OF3-1126-SM-5986C,1
GTEX-11ILO-0526-SM-5N9DF,0
GTEX-13PL6-0526-SM-5L3G6,0
GTEX-V955-2526-SM-4JBJG,1
GTEX-XBEW-1926-SM-4SOJO,1
GTEX-X585-0011-R10A-SM-46MUY,1
GTEX-117YX-0326-SM-5GICL,1
GTEX-S4Q7-0226-SM-4AD5O,1
GTEX-QDVN-1226-SM-48TZ5,1
GTEX-11UD1-0008-SM-5S2P6,0
GTEX-QEG4-1826-SM-4R1JN,1
GTEX-X15G-2326-SM-4PQZS,0
GTEX-144GM-1926-SM-5LUAN,1
GTEX-QV44-0426-SM-4R1KF,1
GTEX-XQ8I-2026-SM-4BOOL,1
GTEX-WVLH-0011-R4A-SM-3MJFS,1
GTEX-QEG5-0226-SM-2I5GI,1
GTEX-WOFL-1226-SM-4OOST,1
GTEX-T8EM-1126-SM-3DB7D,1
GTEX-13X6K-0426-SM-5O9DZ,0
GTEX-139TT-0006-SM-5O9CG,1
GTEX-P4QT-2426-SM-3NMCL,0
GTEX-OOBK-0625-SM-3LK5P,1
GTEX-WVLH-0011-R10A-SM-3MJFM,1
GTEX-12WSG-0005-SM-5NQA2,0
GTEX-Y5LM-0726-SM-4VBRP,0
GTEX-13SLW-0011-R2b-SM-5O9C6,1
K-562-SM-4EDPU,0
GTEX-Y114-2326-SM-4TT7X,0
GTEX-OXRK-0426-SM-2YUMT,0
GTEX-ZVT3-0011-R5a-SM-51MSI,0
GTEX-13O3O-2726-SM-5KM35,0
GTEX-Y9LG-1626-SM-5IFHM,1
GTEX-ZDTT-0426-SM-4WKFL,1
GTEX-14BMV-1026-SM-5SI6B,1
GTEX-X4EO-1226-SM-4QARR,0
GTEX-11NV4-0326-SM-5HL58,1
GTEX-S4Q7-0326-SM-3K2B1,1
GTEX-YJ8O-1226-SM-5P9JE,0
GTEX-11NV4-2326-SM-5BC4X,1
GTEX-XMK1-2426-SM-4B66I,1
GTEX-12WSK-2026-SM-5CVNB,0
GTEX-XK95-2726-SM-4V6G6,1
GTEX-ZTX8-0526-SM-59HLD,1
GTEX-14A6H-0526-SM-5NQAZ,1
GTEX-YB5K-1626-SM-5IFIN,0
GTEX-13QBU-1526-SM-5LU3W,0
GTEX-ZV7C-1326-SM-51MSH,1
GTEX-R55C-1426-SM-48FED,1
GTEX-13X6I-1426-SM-5SI9Z,1
GTEX-13NYC-0626-SM-5K7U8,1
GTEX-ZF28-0126-SM-4WKGK,1
GTEX-ZAB5-2726-SM-5J2NH,1
GTEX-11NV4-2026-SM-5N9DG,1
GTEX-13NYB-0011-R11a-SM-5KM3Q,1
GTEX-11GSP-3026-SM-5N9CE,0
GTEX-12WSD-0011-R4b-SM-5LZUA,0
GTEX-T5JW-1226-SM-3GACY,0
GTEX-X585-2426-SM-46MW2,1
GTEX-14E6C-2426-SM-5S2NF,1
GTEX-1313W-0011-R8a-SM-5DUVM,0
GTEX-ZXG5-2126-SM-59HKD,1
GTEX-QESD-0008-SM-447B2,1
GTEX-132AR-0006-SM-5NQ7N,0
GTEX-13N1W-0011-R6a-SM-5MR43,1
GTEX-12ZZX-0326-SM-5DUVH,0
GTEX-XBED-1326-SM-4AT4F,1
GTEX-12WSA-1026-SM-5EGHN,1
GTEX-RU72-0726-SM-46MUW,0
K-562-SM-4LVKX,0
GTEX-X4EO-0008-SM-4QASS,0
GTEX-QV31-0526-SM-447C3,1
GTEX-T6MO-1426-SM-4DM73,0
GTEX-11DXX-1326-SM-5GIDZ,0
GTEX-11XUK-0826-SM-5GU6P,0
GTEX-XQ8I-1726-SM-4BOQB,1
GTEX-XUJ4-2426-SM-4BOO3,0
GTEX-QEL4-2126-SM-447AE,1
GTEX-P4QS-0008-SM-48TDY,1
GTEX-139TS-2226-SM-5J2N1,1
GTEX-OHPM-2626-SM-33HC5,1
GTEX-POYW-0526-SM-2XCEY,1
GTEX-Q2AH-0005-SM-33HBR,1
GTEX-WOFM-1626-SM-3MJFX,1
K-562-SM-4TT1D,0
GTEX-WYJK-0426-SM-3NM9G,1
GTEX-WHSE-0006-SM-3NMBW,1
GTEX-132QS-1426-SM-5P9GE,1
GTEX-WYBS-1926-SM-3NM8N,0
GTEX-132QS-1226-SM-5P9GD,1
GTEX-ZPCL-1826-SM-57WF1,0
GTEX-XOTO-0008-SM-4GICE,1
GTEX-S4Q7-1426-SM-3K2B9,1
GTEX-PX3G-0226-SM-3NB2C,0
GTEX-P4QT-0226-SM-3LK68,0
GTEX-13OVJ-2726-SM-5IJG6,0
GTEX-146FQ-0226-SM-5NQAL,1
GTEX-WL46-0008-SM-4OOSW,1
GTEX-13OW8-0426-SM-5J2NR,1
GTEX-11P82-0926-SM-5986X,1
GTEX-11OC5-0526-SM-5N9EE,1
GTEX-13OW5-0626-SM-5J2N2,1
GTEX-13OVJ-0626-SM-5J2O2,0
GTEX-Y111-0326-SM-4SOIX,1
GTEX-132AR-0226-SM-5IJBE,0
GTEX-13CF3-2226-SM-5J2MX,0
GTEX-1399S-1526-SM-5P9JC,0
GTEX-ZDTT-0126-SM-4WKHA,1
GTEX-YB5K-2126-SM-4WWDJ,0
GTEX-N7MS-0626-SM-2YUN7,1
GTEX-X15G-0526-SM-3NMB7,0
GTEX-U4B1-1926-SM-3DB9E,1
GTEX-11NUK-3026-SM-5986K,1
GTEX-Y3IK-0005-SM-4WWDE,0
GTEX-13NYB-0011-R9b-SM-5MR5P,1
GTEX-OIZG-1026-SM-3LK5X,1
GTEX-144GO-0011-R5a-SM-5PNUR,1
