,sample_type
GTEX-13X6K-0011-R11a-SM-5P9F5,TISSUE
GTEX-VUSG-0003-SM-3NMDK,TISSUE
GTEX-O5YT-1726-SM-3NMD7,TISSUE
GTEX-OHPM-0006-SM-2HMKU,TISSUE
GTEX-12C56-0226-SM-5N9FB,TISSUE
GTEX-T5JC-0011-R7A-SM-32PME,TISSUE
GTEX-Q2AG-0011-R4A-SM-2HMKA,TISSUE
GTEX-UJHI-0626-SM-3DB8T,TISSUE
GTEX-11ZVC-3026-SM-59HJM,TISSUE
GTEX-144GL-0011-R11b-SM-5P9F6,TISSUE
GTEX-W5WG-0002-SM-3NMDN,TISSUE
K-562-SM-3NMDG,TISSUE
GTEX-Q2AG-0011-R3A-SM-2HMJ9,TISSUE
GTEX-13FXS-0011-R1a-SM-5K7U6,TISSUE
GTEX-RVPV-0011-R11A-SM-2TF6F,TISSUE
GTEX-RN64-0526-SM-2TC5P,TISSUE
GTEX-YEC3-0426-SM-5IFK1,TISSUE
GTEX-YJ89-0011-R6a-SM-4V6GN,TISSUE
GTEX-13X6J-1626-SM-5Q5CV,TISSUE
GTEX-ZP4G-2126-SM-57WEA,TISSUE
GTEX-Y5V6-1226-SM-4VDTE,TISSUE
GTEX-WL46-0011-R3A-SM-3TW8E,TISSUE
GTEX-ZYFG-0426-SM-5E43M,TISSUE
GTEX-12WSB-0626-SM-59HJO,TISSUE
GTEX-WHSE-0926-SM-3NMBS,TISSUE
GTEX-QDVN-2426-SM-2S1Q4,TISSUE
GTEX-Y8E5-0226-SM-57WCM,TISSUE
GTEX-ZLV1-2126-SM-4WWD2,TISSUE
GTEX-139UC-0011-R9a-SM-5K7W7,TISSUE
GTEX-W5X1-2326-SM-3GIL6,TISSUE
GTEX-ZPU1-2126-SM-57WED,TISSUE
GTEX-13N11-0926-SM-5IJG2,TISSUE
GTEX-13FLV-0426-SM-5KLZA,TISSUE
GTEX-Y5LM-2126-SM-4VDSY,TISSUE
GTEX-11DXZ-1626-SM-5GIDI,TISSUE
GTEX-Y8E5-0002-SM-57WD9,TISSUE
GTEX-UPK5-1426-SM-4JBHH,TISSUE
GTEX-139T6-0626-SM-5IFF9,TISSUE
K-562-SM-3GILO,TISSUE
GTEX-ZYVF-2526-SM-5E45C,TISSUE
GTEX-ZTTD-0326-SM-57WFW,TISSUE
GTEX-S4P3-1526-SM-3K2AV,TISSUE
GTEX-P78B-0826-SM-3NMCA,TISSUE
GTEX-11UD1-0126-SM-5PNYG,TISSUE
GTEX-13N1W-0226-SM-5K7W6,TISSUE
GTEX-139T6-1626-SM-5PNYZ,TISSUE
GTEX-13FXS-0326-SM-5K7TV,TISSUE
GTEX-ZXG5-0426-SM-5GICT,TISSUE
GTEX-YFC4-1426-SM-5IFJG,TISSUE
GTEX-Y8E5-0326-SM-57WBM,TISSUE
GTEX-WYJK-1526-SM-4ONCW,TISSUE
K-562-SM-5IJB7,TISSUE
GTEX-QDVN-0126-SM-4GIC9,TISSUE
GTEX-S33H-1826-SM-4AD65,TISSUE
GTEX-P4QS-0005-SM-2I3EY,TISSUE
GTEX-Y3I4-1426-SM-4TT9C,TISSUE
GTEX-11DXX-2126-SM-5PNYR,TISSUE
GTEX-13VXT-0726-SM-5SIAD,TISSUE
GTEX-S7SF-2126-SM-3K2B2,TISSUE
GTEX-NPJ8-0126-SM-2YUNR,TISSUE
GTEX-QDVJ-2126-SM-5S2U2,TISSUE
GTEX-T6MN-2526-SM-32PMN,TISSUE
GTEX-1399S-2126-SM-5J2MH,TISSUE
K-562-SM-5NQ9D,TISSUE
GTEX-13NZA-3126-SM-5IJFU,TISSUE
GTEX-139T4-0826-SM-5N9GF,TISSUE
GTEX-ZTX8-1726-SM-51MSB,TISSUE
GTEX-T5JW-1626-SM-3GADZ,TISSUE
GTEX-146FH-0926-SM-5SI96,TISSUE
GTEX-11GSP-2426-SM-5N9BD,TISSUE
GTEX-XPT6-0006-SM-4B66Q,TISSUE
GTEX-Z93S-2626-SM-57WBX,TISSUE
GTEX-139YR-0226-SM-5IFEM,TISSUE
GTEX-131XF-2226-SM-5EQKG,TISSUE
GTEX-145MO-2126-SM-5Q5CZ,TISSUE
GTEX-U3ZG-0006-SM-47JWX,TISSUE
GTEX-ZF2S-2526-SM-5CVNT,TISSUE
GTEX-13YAN-0326-SM-5O9DF,TISSUE
GTEX-ZTPG-0008-SM-4YCEK,TISSUE
GTEX-PWCY-0526-SM-2I3ER,TISSUE
GTEX-13QBU-2426-SM-5LU4L,TISSUE
GTEX-11O72-2926-SM-5BC4V,TISSUE
GTEX-S4P3-1626-SM-3K2AZ,TISSUE
GTEX-144GL-2926-SM-5O99F,TISSUE
GTEX-Y3I4-2326-SM-4TT81,TISSUE
GTEX-139TU-1226-SM-5J2NL,TISSUE
GTEX-13N2G-0126-SM-5N9DV,TISSUE
GTEX-OXRO-0011-R9A-SM-5S2W3,TISSUE
GTEX-14B4R-0426-SM-5Q5EI,TISSUE
GTEX-T2YK-0008-SM-4DM6M,TISSUE
GTEX-ZYVF-0626-SM-5E43Q,TISSUE
GTEX-ZVT3-0006-SM-51MT9,TISSUE
GTEX-1313W-0011-R4b-SM-5KLZV,TISSUE
GTEX-RNOR-0005-SM-2TF4Z,TISSUE
GTEX-139UW-0326-SM-5J1ML,TISSUE
GTEX-ZZ64-0626-SM-5GZWR,TISSUE
GTEX-RNOR-0011-R1A-SM-2TF5D,TISSUE
GTEX-1192X-0226-SM-5H12D,TISSUE
GTEX-12WSA-0226-SM-5BC5V,TISSUE
GTEX-132QS-1526-SM-5J2MV,TISSUE
GTEX-13FTW-0626-SM-5IFEX,TISSUE
GTEX-11DXX-1926-SM-5EGJK,TISSUE
GTEX-Y3IK-1326-SM-4YCD8,TISSUE
GTEX-NFK9-0526-SM-2YUNL,TISSUE
GTEX-13QJC-0011-R8b-SM-5S2U6,TISSUE
GTEX-13OW8-2826-SM-5L3GC,TISSUE
GTEX-11TUW-1826-SM-5BC5D,TISSUE
GTEX-11ZTS-0526-SM-5CVL9,TISSUE
GTEX-13113-0726-SM-5LZUF,TISSUE
GTEX-QDVJ-0826-SM-48U1S,TISSUE
GTEX-RM2N-0626-SM-48FD6,TISSUE
GTEX-ZAB4-1026-SM-5HL7T,TISSUE
GTEX-ZG7Y-1326-SM-4WWBL,TISSUE
GTEX-P4QR-0326-SM-2S1NU,TISSUE
GTEX-11EMC-3226-SM-5EGKW,TISSUE
GTEX-11NUK-0226-SM-5A5L4,TISSUE
GTEX-13SLX-1726-SM-5Q5E5,TISSUE
GTEX-13S7M-0005-SM-5NQ76,TISSUE
GTEX-13OW8-0011-R5b-SM-5L3FQ,TISSUE
GTEX-1128S-2626-SM-5H11Z,TISSUE
GTEX-YEC3-1326-SM-5PNXV,TISSUE
GTEX-131XE-0926-SM-5HL7J,TISSUE
GTEX-ZVZO-0526-SM-5A5LB,TISSUE
GTEX-ZXG5-0011-R7b-SM-57WCC,TISSUE
GTEX-131XF-0626-SM-5GIDS,TISSUE
GTEX-13O21-0826-SM-5J2NU,TISSUE
GTEX-ZVT4-1026-SM-57WC4,TISSUE
GTEX-12WSG-0426-SM-5FQSE,TISSUE
GTEX-12WSG-2526-SM-5EQ4O,TISSUE
GTEX-13FTW-1426-SM-5LZWZ,TISSUE
GTEX-11WQK-1826-SM-5EQM2,TISSUE
GTEX-13O3Q-2826-SM-5KM2N,TISSUE
GTEX-11P81-0006-SM-5NQ7A,TISSUE
GTEX-ZEX8-0326-SM-4WKGS,TISSUE
GTEX-11GS4-2526-SM-5A5KT,TISSUE
GTEX-ZYFG-0626-SM-5GZYA,TISSUE
GTEX-VJYA-1126-SM-3GIJU,TISSUE
GTEX-131XF-1026-SM-5BC6A,TISSUE
GTEX-WEY5-1326-SM-3GILS,TISSUE
GTEX-12ZZY-0326-SM-5LZVQ,TISSUE
GTEX-11P82-1726-SM-5Q5AT,TISSUE
GTEX-13W3W-2026-SM-5K7UL,TISSUE
GTEX-13O1R-1526-SM-5J1O7,TISSUE
GTEX-X5EB-1926-SM-4E3IW,TISSUE
GTEX-14DAQ-0126-SM-5S2MQ,TISSUE
GTEX-14BIN-0011-R11a-SM-5SI79,TISSUE
GTEX-13NYS-1926-SM-5IJCB,TISSUE
GTEX-13111-2026-SM-5GCMN,TISSUE
GTEX-U3ZM-0926-SM-4DXSW,TISSUE
GTEX-11DYG-1226-SM-5N9DC,TISSUE
GTEX-13PVQ-0926-SM-5IJFD,TISSUE
GTEX-ZT9W-2726-SM-57WG8,TISSUE
GTEX-RWS6-0426-SM-47JXH,TISSUE
GTEX-ZVT2-0526-SM-5E455,TISSUE
GTEX-W5WG-0626-SM-4SOID,TISSUE
GTEX-TMMY-0926-SM-4WKH4,TISSUE
GTEX-11ZU8-2526-SM-5EQKI,TISSUE
GTEX-11NSD-1826-SM-5N9CF,TISSUE
GTEX-131XH-0011-R1a-SM-5DUWA,TISSUE
GTEX-13PVQ-1926-SM-5L3GN,TISSUE
GTEX-S95S-0726-SM-4B64H,TISSUE
GTEX-11ZTS-1326-SM-5EQMA,TISSUE
GTEX-W5X1-0008-SM-4LMKA,TISSUE
GTEX-ZZ64-1126-SM-5GZXY,TISSUE
GTEX-13FTW-0926-SM-5J2NJ,TISSUE
GTEX-12696-1726-SM-5EQLH,TISSUE
GTEX-13O1R-0526-SM-5K7XU,TISSUE
GTEX-Q734-0008-SM-48U2I,TISSUE
GTEX-XUZC-1626-SM-4BRVP,TISSUE
GTEX-117YW-2926-SM-5GIEQ,TISSUE
GTEX-ZVT2-2526-SM-51MT1,TISSUE
GTEX-ZEX8-2026-SM-4WKF3,TISSUE
GTEX-S4UY-1426-SM-4AD6Y,TISSUE
GTEX-13IVO-0011-R8a-SM-5L3DY,TISSUE
GTEX-S3XE-0926-SM-4AD4S,TISSUE
GTEX-XQ8I-0726-SM-4BOPU,TISSUE
GTEX-WHSE-0826-SM-4SOJU,TISSUE
GTEX-X585-1026-SM-46MW6,TISSUE
GTEX-RWSA-0126-SM-2XCBB,TISSUE
GTEX-13OW8-3026-SM-5L3G8,TISSUE
GTEX-Y111-1726-SM-4SOIQ,TISSUE
GTEX-12WSD-0011-R1b-SM-5LZVY,TISSUE
GTEX-11DXY-3226-SM-5GIDE,TISSUE
GTEX-13S86-0005-SM-5NQ7I,TISSUE
GTEX-ZYFD-1526-SM-5NQ7T,TISSUE
GTEX-1399T-0426-SM-5PNVJ,TISSUE
GTEX-11UD1-0011-R2b-SM-5BC6O,TISSUE
GTEX-S4Z8-1726-SM-3K2AX,TISSUE
GTEX-XV7Q-0626-SM-4BRV5,TISSUE
GTEX-13OVI-2326-SM-5KM47,TISSUE
GTEX-ZVT2-0126-SM-5GIDQ,TISSUE
GTEX-133LE-2226-SM-5IFGU,TISSUE
GTEX-145LS-0126-SM-5QGP1,TISSUE
GTEX-ZYFC-2226-SM-5NQ96,TISSUE
GTEX-XGQ4-1826-SM-4AT6F,TISSUE
GTEX-UJMC-1226-SM-4IHLI,TISSUE
GTEX-ZA64-0826-SM-5HL9U,TISSUE
GTEX-13FHO-0826-SM-5L3E8,TISSUE
GTEX-SNOS-0326-SM-4DM6C,TISSUE
GTEX-VJYA-1926-SM-3GIJJ,TISSUE
GTEX-XUJ4-2626-SM-4BOQ3,TISSUE
GTEX-12WSJ-1526-SM-5GCNI,TISSUE
GTEX-TMZS-0126-SM-3DB9Q,TISSUE
GTEX-13N2G-0926-SM-5IFGJ,TISSUE
GTEX-144GN-2526-SM-5LU54,TISSUE
GTEX-ZAJG-0526-SM-5S2MT,TISSUE
GTEX-11WQC-0006-SM-5LZVP,TISSUE
GTEX-13O3Q-0011-R7a-SM-5KM38,TISSUE
GTEX-1128S-2126-SM-5H12U,TISSUE
GTEX-13U4I-0526-SM-5LU59,TISSUE
GTEX-XGQ4-1526-SM-4AT6H,TISSUE
GTEX-S32W-1526-SM-4AD6Z,TISSUE
GTEX-ZWKS-0126-SM-5SIAA,TISSUE
GTEX-X8HC-1426-SM-46MWC,TISSUE
GTEX-T6MO-0726-SM-4DM58,TISSUE
GTEX-12WS9-0226-SM-5EQ4X,TISSUE
GTEX-11P7K-2226-SM-5GU56,TISSUE
GTEX-ZY6K-0726-SM-5A5L8,TISSUE
GTEX-11ONC-2126-SM-5HL6E,TISSUE
GTEX-T6MO-1026-SM-4DM72,TISSUE
GTEX-12WSL-2526-SM-5GCNJ,TISSUE
GTEX-131XH-0011-R4b-SM-5DUWB,TISSUE
GTEX-13OVI-1726-SM-5L3DW,TISSUE
GTEX-1399S-0926-SM-5PNVQ,TISSUE
GTEX-131XF-0126-SM-5DUVF,TISSUE
GTEX-131XE-2526-SM-5EQ57,TISSUE
GTEX-145MI-0011-R3b-SM-5PNWK,TISSUE
GTEX-131XE-2426-SM-5EQ5V,TISSUE
GTEX-12ZZX-0011-R8a-SM-5DUW8,TISSUE
GTEX-13NZ9-2026-SM-5KM1U,TISSUE
GTEX-12WSC-0011-R11a-SM-5GU5J,TISSUE
GTEX-11OC5-0126-SM-5HL6A,TISSUE
GTEX-WHSE-1426-SM-4M1XG,TISSUE
GTEX-12WSD-0011-R2a-SM-5LZWB,TISSUE
GTEX-SIU8-0426-SM-4BRUE,TISSUE
GTEX-T5JC-1726-SM-4DM6U,TISSUE
GTEX-QEL4-1926-SM-4R1JI,TISSUE
GTEX-131XW-0011-R6b-SM-5K7XY,TISSUE
GTEX-12WSH-0011-R2a-SM-5GU68,TISSUE
GTEX-11OF3-3026-SM-5GU52,TISSUE
GTEX-131YS-0011-R3b-SM-5DUXB,TISSUE
GTEX-TKQ2-1326-SM-4DXT9,TISSUE
GTEX-131XH-0526-SM-5DUX7,TISSUE
GTEX-ZXG5-0626-SM-5NQ85,TISSUE
GTEX-111CU-1126-SM-5EGIM,TISSUE
GTEX-1339X-1426-SM-5K7YO,TISSUE
GTEX-P4QS-0926-SM-48TBS,TISSUE
GTEX-ZAK1-2526-SM-5S2N7,TISSUE
GTEX-RU72-1426-SM-46MUF,TISSUE
GTEX-14A5H-0226-SM-5S2VK,TISSUE
GTEX-U3ZM-0626-SM-4DXTV,TISSUE
GTEX-S7SF-0826-SM-4AD4W,TISSUE
GTEX-REY6-1326-SM-48FDO,TISSUE
GTEX-13SLW-0326-SM-5RQK5,TISSUE
GTEX-146FH-1726-SM-5QGQ2,TISSUE
GTEX-11LCK-0008-SM-5Q5BB,TISSUE
GTEX-X5EB-0004-SM-46MWA,TISSUE
GTEX-144GL-0526-SM-5LU41,TISSUE
GTEX-13RTJ-1126-SM-5S2UJ,TISSUE
GTEX-OHPK-1726-SM-48TC4,TISSUE
GTEX-13O3Q-0826-SM-5IFGF,TISSUE
GTEX-13NYB-1326-SM-5K7Y1,TISSUE
GTEX-Q2AI-0426-SM-48U13,TISSUE
GTEX-13FHO-0011-R5b-SM-5LZZ3,TISSUE
GTEX-ZEX8-0826-SM-4WKHK,TISSUE
GTEX-12WSD-1326-SM-5GCNU,TISSUE
GTEX-WQUQ-1926-SM-4OOSA,TISSUE
GTEX-T5JC-1826-SM-4DM6E,TISSUE
GTEX-13CF2-2826-SM-5LZX9,TISSUE
GTEX-147F4-0226-SM-5QGPW,TISSUE
GTEX-XQ8I-1526-SM-4BOOH,TISSUE
GTEX-Y3I4-0426-SM-4TT29,TISSUE
GTEX-145LV-0226-SM-5S2QG,TISSUE
GTEX-14BIM-0011-R5b-SM-5S2RM,TISSUE
GTEX-O5YV-0526-SM-26GMJ,TISSUE
GTEX-1211K-0001-SM-5S2P9,TISSUE
GTEX-WFON-1626-SM-4LVMV,TISSUE
GTEX-14AS3-1326-SM-5RQJE,TISSUE
GTEX-13CF2-0011-R1a-SM-5LZY1,TISSUE
GTEX-146FH-0326-SM-5QGPT,TISSUE
GTEX-SNMC-0826-SM-4DM66,TISSUE
GTEX-NPJ8-2626-SM-26GMI,TISSUE
GTEX-T5JC-0826-SM-5S2SN,TISSUE
GTEX-T6MN-0011-R10A-SM-5S2SB,TISSUE
GTEX-QDT8-0011-R4A-SM-32PKM,TISSUE
GTEX-WFON-0626-SM-5S2SX,TISSUE
GTEX-TSE9-0011-R11A-SM-3DB7N,TISSUE
GTEX-WFON-0001-SM-5S2SE,TISSUE
GTEX-T5JC-0011-R10A-SM-5S2TK,TISSUE
GTEX-TMKS-0226-SM-3DB7X,TISSUE
GTEX-T8EM-1626-SM-3DB7K,TISSUE
GTEX-VUSG-2626-SM-5S2TM,TISSUE
GTEX-PWCY-0005-SM-2I3E2,TISSUE
GTEX-NL4W-0011-R4a-SM-2I5GZ,TISSUE
GTEX-QEG4-0006-SM-2I5FY,TISSUE
GTEX-SN8G-0326-SM-32PLG,TISSUE
GTEX-WZTO-1326-SM-3NM8X,TISSUE
GTEX-OXRP-0326-SM-33HBJ,TISSUE
GTEX-YEC4-0008-SM-4W1YR,TISSUE
GTEX-PLZ6-1326-SM-3NB24,TISSUE
GTEX-11ZTS-1426-SM-5EQMM,TISSUE
GTEX-O5YW-1426-SM-3MJHF,TISSUE
GTEX-OHPL-1326-SM-3MJGG,TISSUE
GTEX-13X6J-0011-R11a-SM-5P9HE,TISSUE
GTEX-WWYW-0011-R1A-SM-3TW8G,TISSUE
GTEX-P4PP-1526-SM-3P61M,TISSUE
GTEX-SIU7-0006-SM-2XCE6,TISSUE
GTEX-WRHU-2826-SM-3MJG8,TISSUE
GTEX-Y3I4-0826-SM-4TT2A,TISSUE
GTEX-ZAK1-1126-SM-5PNXU,TISSUE
GTEX-WYBS-0926-SM-3NM94,TISSUE
GTEX-ZDYS-0008-SM-4E3IX,TISSUE
GTEX-1399R-1326-SM-5PNYS,TISSUE
GTEX-X4EP-0011-R6A-SM-3P629,TISSUE
GTEX-VJYA-0001-SM-3NMDJ,TISSUE
GTEX-Y3IK-2826-SM-4WWDW,TISSUE
GTEX-ZP4G-0003-SM-4WWED,TISSUE
GTEX-P4PQ-0326-SM-2HMJ8,TISSUE
GTEX-13PLJ-0011-R3a-SM-5O9DT,TISSUE
GTEX-ZU9S-1826-SM-5NQ9E,TISSUE
GTEX-PWCY-2026-SM-5SI8R,TISSUE
GTEX-13X6I-0011-R11a-SM-5P9HN,TISSUE
GTEX-ZDYS-2326-SM-4WKG6,TISSUE
GTEX-XOTO-0011-R5A-SM-4B657,TISSUE
GTEX-V1D1-0826-SM-3P5ZA,TISSUE
GTEX-W5X1-0826-SM-3GILN,TISSUE
GTEX-XPT6-0426-SM-4B672,TISSUE
GTEX-12ZZY-1426-SM-5N9EI,TISSUE
GTEX-13N2G-3126-SM-5IJGL,TISSUE
GTEX-O5YV-0008-SM-4E3HP,TISSUE
GTEX-ZPIC-0926-SM-4WWFK,TISSUE
GTEX-139T6-0326-SM-5J2LY,TISSUE
GTEX-XPVG-1026-SM-4B64Y,TISSUE
GTEX-ZVZQ-0011-R8a-SM-51MR5,TISSUE
GTEX-139UC-0011-R3b-SM-5K7VZ,TISSUE
GTEX-QVUS-0011-R4A-SM-3GAE7,TISSUE
GTEX-X3Y1-2026-SM-3P5YM,TISSUE
GTEX-OHPL-1626-SM-2HMIR,TISSUE
GTEX-TML8-2026-SM-32QOP,TISSUE
GTEX-ZVZQ-0006-SM-51MR8,TISSUE
GTEX-139TT-0011-R5b-SM-5K7W8,TISSUE
GTEX-RU72-2926-SM-2TF66,TISSUE
GTEX-11XUK-0626-SM-5N9ES,TISSUE
GTEX-13OW5-2526-SM-5L3I1,TISSUE
GTEX-139TT-0426-SM-5IJFA,TISSUE
GTEX-Y5V6-0003-SM-4V6FX,TISSUE
GTEX-PWN1-1726-SM-2S1O9,TISSUE
GTEX-WFG8-0626-SM-3GILJ,TISSUE
GTEX-U8XE-1826-SM-4E3HV,TISSUE
GTEX-1313W-2826-SM-5P9G1,TISSUE
GTEX-Y8E4-1526-SM-4WWDI,TISSUE
GTEX-ZTPG-2326-SM-57WFL,TISSUE
GTEX-Y8E4-0626-SM-4WWDL,TISSUE
GTEX-XPVG-0626-SM-4B65B,TISSUE
GTEX-ZYW4-1326-SM-5E45N,TISSUE
GTEX-Y8LW-0526-SM-4VDS7,TISSUE
GTEX-YECK-0008-SM-4W1ZG,TISSUE
GTEX-Y8DK-0005-SM-4RGNR,TISSUE
GTEX-13OW7-1126-SM-5K7V6,TISSUE
GTEX-13VXU-0011-R7b-SM-5SI72,TISSUE
GTEX-X261-0011-R8A-SM-4E3I5,TISSUE
GTEX-1212Z-2026-SM-5N9EA,TISSUE
GTEX-133LE-1826-SM-5J1MV,TISSUE
GTEX-131XE-1926-SM-5IFER,TISSUE
GTEX-S32W-2426-SM-2XCAT,TISSUE
GTEX-ZPU1-1326-SM-57WE1,TISSUE
GTEX-1212Z-2826-SM-59HJ5,TISSUE
GTEX-YB5E-0005-SM-4VDSO,TISSUE
GTEX-11UD2-0926-SM-5CVL6,TISSUE
GTEX-OXRP-0526-SM-2I3EW,TISSUE
GTEX-14ASI-0726-SM-5Q5DC,TISSUE
GTEX-145MO-0726-SM-5NQB9,TISSUE
GTEX-U3ZH-0005-SM-3DB72,TISSUE
GTEX-NL4W-0011-R9a-SM-2I3G1,TISSUE
GTEX-R55F-1726-SM-2TF4R,TISSUE
GTEX-OIZH-0005-SM-2HMJN,TISSUE
GTEX-11ZTT-0006-SM-5N9FX,TISSUE
GTEX-RWSA-0726-SM-2XCBE,TISSUE
GTEX-QCQG-1926-SM-5SI7Q,TISSUE
GTEX-VJWN-0126-SM-3GIK7,TISSUE
GTEX-XYKS-2926-SM-4E3IA,TISSUE
GTEX-11TTK-2926-SM-5PNYP,TISSUE
GTEX-PLZ5-0006-SM-2S1NZ,TISSUE
GTEX-ZF2S-0004-SM-4WKFE,TISSUE
GTEX-145MI-0626-SM-5SI8S,TISSUE
GTEX-ZPIC-0626-SM-57WDY,TISSUE
GTEX-U8XE-2026-SM-3DB8S,TISSUE
GTEX-ZT9X-0126-SM-4YCFC,TISSUE
GTEX-YB5E-2226-SM-5IFJ5,TISSUE
GTEX-R53T-0005-SM-3GADK,TISSUE
GTEX-1399T-3026-SM-5KLZC,TISSUE
GTEX-11GSP-0008-SM-5Q5DM,TISSUE
GTEX-131YS-0005-SM-5NQAS,TISSUE
GTEX-ZAB4-2926-SM-57WCV,TISSUE
GTEX-V1D1-0726-SM-4JBH7,TISSUE
GTEX-X4XY-0926-SM-4E3JD,TISSUE
GTEX-12696-0526-SM-5EQ3Z,TISSUE
GTEX-XMK1-2626-SM-4B65R,TISSUE
GTEX-PWOO-0526-SM-2S1Q3,TISSUE
GTEX-OHPN-0011-R9A-SM-2YUMN,TISSUE
GTEX-13NZ9-1126-SM-5MR37,TISSUE
GTEX-1399R-2226-SM-5P9JB,TISSUE
GTEX-14ABY-0011-R4b-SM-5S2VN,TISSUE
GTEX-13X6J-3026-SM-5Q5CU,TISSUE
GTEX-YEC3-1726-SM-5IFIK,TISSUE
GTEX-ZDXO-1926-SM-5E45Q,TISSUE
GTEX-ZDYS-0926-SM-4WWCS,TISSUE
GTEX-S3XE-0426-SM-3K2AC,TISSUE
GTEX-12WSD-2726-SM-59HLR,TISSUE
GTEX-ZQG8-1126-SM-51MRL,TISSUE
GTEX-13CF2-0011-R7b-SM-5K7UV,TISSUE
GTEX-ZVZP-2526-SM-57WBR,TISSUE
GTEX-13NZA-0011-R10b-SM-5KM54,TISSUE
GTEX-ZLV1-0001-SM-4WWAO,TISSUE
GTEX-S7PM-0626-SM-4AD4Q,TISSUE
GTEX-12BJ1-0003-SM-5SI6V,TISSUE
GTEX-ZPU1-2426-SM-4WWFM,TISSUE
GTEX-111CU-0126-SM-5GZWZ,TISSUE
GTEX-14BMV-0326-SM-5RQHW,TISSUE
GTEX-ZVZQ-0726-SM-51MR3,TISSUE
GTEX-ZF3C-1226-SM-4WWCB,TISSUE
GTEX-VJYA-2026-SM-4KL1K,TISSUE
GTEX-Y9LG-1426-SM-5IFJZ,TISSUE
GTEX-139TS-3126-SM-5LZWX,TISSUE
GTEX-11WQK-2126-SM-5EQME,TISSUE
GTEX-11TT1-0526-SM-5P9JO,TISSUE
GTEX-12WSC-0011-R5b-SM-5CVNS,TISSUE
GTEX-YJ89-0011-R9a-SM-4SOK7,TISSUE
GTEX-12WSB-0011-R11b-SM-57WBJ,TISSUE
GTEX-ZAB4-1526-SM-5CVN7,TISSUE
GTEX-O5YV-2026-SM-26GN2,TISSUE
GTEX-139YR-1726-SM-5IFFK,TISSUE
GTEX-145ME-1126-SM-5SIAT,TISSUE
GTEX-12WSI-0005-SM-5O99K,TISSUE
GTEX-ZVT4-0226-SM-51MSD,TISSUE
GTEX-12ZZY-1326-SM-5GCNW,TISSUE
GTEX-YEC3-1426-SM-5PNXW,TISSUE
GTEX-XOTO-0326-SM-4B66K,TISSUE
GTEX-12WSM-0726-SM-5GCOW,TISSUE
GTEX-131YS-0526-SM-5EGKJ,TISSUE
GTEX-13S86-0726-SM-5Q5DH,TISSUE
GTEX-144GN-0726-SM-5O98O,TISSUE
GTEX-1339X-0426-SM-5KLZY,TISSUE
GTEX-13G51-2526-SM-5LZYK,TISSUE
GTEX-1212Z-0626-SM-5FQTB,TISSUE
GTEX-13NZB-2126-SM-5MR4Y,TISSUE
GTEX-ZYFC-2626-SM-5NQ6S,TISSUE
GTEX-YFC4-3226-SM-5CVM2,TISSUE
GTEX-ZPCL-2426-SM-57WFP,TISSUE
GTEX-1339X-1926-SM-5PNVP,TISSUE
GTEX-13JVG-2026-SM-5KM1N,TISSUE
GTEX-ZAJG-2826-SM-5HL8D,TISSUE
GTEX-ZLV1-1426-SM-4WWES,TISSUE
GTEX-145LS-0226-SM-5O9A5,TISSUE
GTEX-ZC5H-2026-SM-5CVN2,TISSUE
GTEX-R55D-0326-SM-48FES,TISSUE
GTEX-132QS-0126-SM-5IFH9,TISSUE
GTEX-ZDTS-1326-SM-4WKGX,TISSUE
GTEX-12WSM-0011-R5a-SM-5EQ4Y,TISSUE
GTEX-U412-0826-SM-3DB9K,TISSUE
GTEX-ZY6K-1826-SM-5GZXK,TISSUE
GTEX-14ICL-0926-SM-5S2TU,TISSUE
GTEX-YB5K-1426-SM-5IFIB,TISSUE
GTEX-ZYT6-2126-SM-5GZZ4,TISSUE
GTEX-ZAB5-1926-SM-5HL7O,TISSUE
GTEX-ZE9C-2526-SM-5IJDR,TISSUE
GTEX-S32W-1926-SM-4AD63,TISSUE
GTEX-U3ZN-0008-SM-4DXTL,TISSUE
GTEX-13113-2026-SM-5LZU3,TISSUE
GTEX-TKQ2-1226-SM-4DXSV,TISSUE
GTEX-13PL7-0626-SM-5IJCD,TISSUE
GTEX-Z93S-0011-R8a-SM-4RGNL,TISSUE
GTEX-ZLFU-0326-SM-4WWBK,TISSUE
GTEX-147F3-0226-SM-5NQBV,TISSUE
GTEX-SE5C-0426-SM-4BRUI,TISSUE
GTEX-13U4I-1326-SM-5KM25,TISSUE
GTEX-13OW5-2626-SM-5MR3M,TISSUE
GTEX-11EMC-2226-SM-5A5JW,TISSUE
GTEX-13112-0011-R4b-SM-5DUXL,TISSUE
GTEX-12C56-1526-SM-5FQUQ,TISSUE
GTEX-Q734-0226-SM-48U1A,TISSUE
GTEX-QV31-0008-SM-447AT,TISSUE
GTEX-ZF2S-2426-SM-5DUXV,TISSUE
GTEX-ZAK1-3026-SM-5S2MJ,TISSUE
GTEX-ZV7C-0926-SM-59HL1,TISSUE
GTEX-131XG-2526-SM-5HL7F,TISSUE
GTEX-11UD2-1626-SM-5EQM3,TISSUE
GTEX-XMK1-0126-SM-4B65F,TISSUE
GTEX-11DXX-0526-SM-5PNVR,TISSUE
GTEX-ZTSS-0226-SM-59877,TISSUE
GTEX-12BJ1-1126-SM-5EGGG,TISSUE
GTEX-R55F-0011-R8A-SM-2TF4F,TISSUE
GTEX-RVPV-0926-SM-47JXU,TISSUE
